scenario,month,group_id,origin_region,scope_type,wagon_type,scope_family,queued_wagons
local_first_heuristic,11,R3-GDT-VR4,R3,GDT-VR4,GDT,VR4,6
local_first_heuristic,11,R3-GDT-VRG,R3,GDT-VRG,GDT,VRG,0
local_first_heuristic,11,R3-GDU-VMC,R3,GDU-VMC,GDU,VMC,0
local_first_heuristic,11,R3-GDU-VR1,R3,GDU-VR1,GDU,VR1,0
local_first_heuristic,11,R3-GDU-VR2,R3,GDU-VR2,GDU,VR2,0
local_first_heuristic,11,R3-GDU-VR4,R3,GDU-VR4,GDU,VR4,5
local_first_heuristic,11,R3-GDU-VRG,R3,GDU-VRG,GDU,VRG,1
local_first_heuristic,12,R1-GDT-VMC,R1,GDT-VMC,GDT,VMC,0
local_first_heuristic,12,R1-GDT-VR1,R1,GDT-VR1,GDT,VR1,0
local_first_heuristic,12,R1-GDT-VR2,R1,GDT-VR2,GDT,VR2,0
local_first_heuristic,12,R1-GDT-VR4,R1,GDT-VR4,GDT,VR4,13
local_first_heuristic,12,R1-GDT-VRG,R1,GDT-VRG,GDT,VRG,0
local_first_heuristic,12,R1-GDU-VMC,R1,GDU-VMC,GDU,VMC,0
local_first_heuristic,12,R1-GDU-VR1,R1,GDU-VR1,GDU,VR1,0
local_first_heuristic,12,R1-GDU-VR2,R1,GDU-VR2,GDU,VR2,0
local_first_heuristic,12,R1-GDU-VR4,R1,GDU-VR4,GDU,VR4,12
local_first_heuristic,12,R1-GDU-VRG,R1,GDU-VRG,GDU,VRG,1
local_first_heuristic,12,R2-GDT-VMC,R2,GDT-VMC,GDT,VMC,0
local_first_heuristic,12,R2-GDT-VR1,R2,GDT-VR1,GDT,VR1,0
local_first_heuristic,12,R2-GDT-VR2,R2,GDT-VR2,GDT,VR2,0
local_first_heuristic,12,R2-GDT-VR4,R2,GDT-VR4,GDT,VR4,0
local_first_heuristic,12,R2-GDT-VRG,R2,GDT-VRG,GDT,VRG,0
local_first_heuristic,12,R2-GDU-VMC,R2,GDU-VMC,GDU,VMC,0
local_first_heuristic,12,R2-GDU-VR1,R2,GDU-VR1,GDU,VR1,0
local_first_heuristic,12,R2-GDU-VR2,R2,GDU-VR2,GDU,VR2,0
local_first_heuristic,12,R2-GDU-VR4,R2,GDU-VR4,GDU,VR4,0
local_first_heuristic,12,R2-GDU-VRG,R2,GDU-VRG,GDU,VRG,0
local_first_heuristic,12,R3-GDT-VMC,R3,GDT-VMC,GDT,VMC,0
local_first_heuristic,12,R3-GDT-VR1,R3,GDT-VR1,GDT,VR1,0
local_first_heuristic,12,R3-GDT-VR2,R3,GDT-VR2,GDT,VR2,0
local_first_heuristic,12,R3-GDT-VR4,R3,GDT-VR4,GDT,VR4,7
local_first_heuristic,12,R3-GDT-VRG,R3,GDT-VRG,GDT,VRG,0
local_first_heuristic,12,R3-GDU-VMC,R3,GDU-VMC,GDU,VMC,0
local_first_heuristic,12,R3-GDU-VR1,R3,GDU-VR1,GDU,VR1,0
local_first_heuristic,12,R3-GDU-VR2,R3,GDU-VR2,GDU,VR2,0
local_first_heuristic,12,R3-GDU-VR4,R3,GDU-VR4,GDU,VR4,5
local_first_heuristic,12,R3-GDU-VRG,R3,GDU-VRG,GDU,VRG,1
