scenario,month,group_id,origin_region,scope_type,wagon_type,scope_family,workshop,allocated_wagons,total_hh,direct_cost,logistics_cost,unavailability_cost,retention_cost,composite_cost,local_assignment
lp_relaxation,9,R1-GDT-VRG,R1,GDT-VRG,GDT,VRG,PM2,4.0,160.0,440.0,220.0,72.0,60.0,792.0,0
lp_relaxation,9,R1-GDU-VMC,R1,GDU-VMC,GDU,VMC,PM1,5.0,60.0,450.0,20.0,15.0,15.0,500.0,1
lp_relaxation,9,R1-GDU-VR1,R1,GDU-VR1,GDU,VR1,PM1,4.0,36.0,280.0,16.0,12.0,12.0,320.0,1
lp_relaxation,9,R1-GDU-VR2,R1,GDU-VR2,GDU,VR2,PM1,1.0,14.0,110.0,4.0,3.0,4.5,121.5,1
lp_relaxation,9,R1-GDU-VR4,R1,GDU-VR4,GDU,VR4,PM2,3.142857142857143,110.0,345.7142857142857,172.85714285714286,56.57142857142857,37.714285714285715,612.8571428571429,0
lp_relaxation,9,R2-GDT-VMC,R2,GDT-VMC,GDT,VMC,PM3,11.0,110.0,946.0,418.0,132.0,88.0,1584.0,0
lp_relaxation,9,R2-GDT-VR1,R2,GDT-VR1,GDT,VR1,PM3,9.0,72.0,792.0,342.0,108.0,72.0,1314.0,0
lp_relaxation,9,R2-GDT-VR4,R2,GDT-VR4,GDT,VR4,PM2,2.0,60.0,210.0,8.0,6.0,24.0,248.0,1
lp_relaxation,9,R2-GDT-VRG,R2,GDT-VRG,GDT,VRG,PM2,3.0,120.0,330.0,12.0,9.0,45.0,396.0,1
lp_relaxation,9,R2-GDU-VMC,R2,GDU-VMC,GDU,VMC,PM3,4.0,48.0,344.0,152.0,48.0,32.0,576.0,0
lp_relaxation,9,R2-GDU-VR1,R2,GDU-VR1,GDU,VR1,PM3,4.0,36.0,272.0,152.0,48.0,32.0,504.0,0
lp_relaxation,9,R2-GDU-VR2,R2,GDU-VR2,GDU,VR2,PM3,1.0,14.0,108.0,38.0,12.0,9.5,167.5,0
lp_relaxation,9,R3-GDT-VMC,R3,GDT-VMC,GDT,VMC,PM3,4.0,40.0,344.0,16.0,12.0,32.0,404.0,1
lp_relaxation,9,R3-GDT-VR1,R3,GDT-VR1,GDT,VR1,PM3,3.0,24.0,264.0,12.0,9.0,24.0,309.0,1
lp_relaxation,9,R3-GDT-VR4,R3,GDT-VR4,GDT,VR4,PM2,1.0,30.0,105.0,42.0,12.0,12.0,171.0,0
lp_relaxation,9,R3-GDT-VRG,R3,GDT-VRG,GDT,VRG,PM2,1.0,40.0,110.0,42.0,12.0,15.0,179.0,0
lp_relaxation,9,R3-GDU-VMC,R3,GDU-VMC,GDU,VMC,PM3,2.0,24.0,172.0,8.0,6.0,16.0,202.0,1
lp_relaxation,9,R3-GDU-VR1,R3,GDU-VR1,GDU,VR1,PM3,1.0,9.0,68.0,4.0,3.0,8.0,83.0,1
lp_relaxation,10,R1-GDT-VMC,R1,GDT-VMC,GDT,VMC,PM1,12.0,120.0,1080.0,48.0,36.0,36.0,1200.0,1
lp_relaxation,10,R1-GDT-VR1,R1,GDT-VR1,GDT,VR1,PM1,10.0,80.0,950.0,40.0,30.0,30.0,1050.0,1
lp_relaxation,10,R1-GDT-VR4,R1,GDT-VR4,GDT,VR4,PM2,2.0,60.0,210.0,110.0,36.0,24.0,380.0,0
lp_relaxation,10,R1-GDT-VRG,R1,GDT-VRG,GDT,VRG,PM2,4.0,160.0,440.0,220.0,72.0,60.0,792.0,0
lp_relaxation,10,R1-GDU-VMC,R1,GDU-VMC,GDU,VMC,PM1,5.0,60.0,450.0,20.0,15.0,15.0,500.0,1
lp_relaxation,10,R1-GDU-VR1,R1,GDU-VR1,GDU,VR1,PM1,4.0,36.0,280.0,16.0,12.0,12.0,320.0,1
lp_relaxation,10,R1-GDU-VR2,R1,GDU-VR2,GDU,VR2,PM1,1.0,14.0,110.0,4.0,3.0,4.5,121.5,1
lp_relaxation,10,R2-GDT-VMC,R2,GDT-VMC,GDT,VMC,PM3,11.0,110.0,946.0,418.0,132.0,88.0,1584.0,0
lp_relaxation,10,R2-GDT-VR1,R2,GDT-VR1,GDT,VR1,PM3,9.0,72.0,792.0,342.0,108.0,72.0,1314.0,0
lp_relaxation,10,R2-GDT-VR4,R2,GDT-VR4,GDT,VR4,PM2,2.0,60.0,210.0,8.0,6.0,24.0,248.0,1
lp_relaxation,10,R2-GDT-VRG,R2,GDT-VRG,GDT,VRG,PM2,3.0,120.0,330.0,12.0,9.0,45.0,396.0,1
lp_relaxation,10,R2-GDU-VMC,R2,GDU-VMC,GDU,VMC,PM1,1.75,21.0,157.5,78.75,26.25,5.25,267.75,0
lp_relaxation,10,R2-GDU-VMC,R2,GDU-VMC,GDU,VMC,PM3,2.25,27.0,193.5,85.5,27.0,18.0,324.0,0
lp_relaxation,10,R2-GDU-VR1,R2,GDU-VR1,GDU,VR1,PM3,4.0,36.0,272.0,152.0,48.0,32.0,504.0,0
lp_relaxation,10,R2-GDU-VR2,R2,GDU-VR2,GDU,VR2,PM1,1.0,14.0,110.0,45.0,15.0,4.5,174.5,0
lp_relaxation,10,R3-GDT-VMC,R3,GDT-VMC,GDT,VMC,PM3,4.0,40.0,344.0,16.0,12.0,32.0,404.0,1
lp_relaxation,10,R3-GDT-VR1,R3,GDT-VR1,GDT,VR1,PM3,3.0,24.0,264.0,12.0,9.0,24.0,309.0,1
lp_relaxation,10,R3-GDT-VR4,R3,GDT-VR4,GDT,VR4,PM2,1.0,30.0,105.0,42.0,12.0,12.0,171.0,0
lp_relaxation,10,R3-GDT-VRG,R3,GDT-VRG,GDT,VRG,PM2,1.0,40.0,110.0,42.0,12.0,15.0,179.0,0
lp_relaxation,10,R3-GDU-VMC,R3,GDU-VMC,GDU,VMC,PM3,2.0,24.0,172.0,8.0,6.0,16.0,202.0,1
lp_relaxation,10,R3-GDU-VR1,R3,GDU-VR1,GDU,VR1,PM3,1.0,9.0,68.0,4.0,3.0,8.0,83.0,1
lp_relaxation,10,R3-GDU-VR4,R3,GDU-VR4,GDU,VR4,PM2,3.142857142857143,110.0,345.7142857142857,132.0,37.714285714285715,37.714285714285715,553.1428571428571,0
lp_relaxation,11,R1-GDT-VMC,R1,GDT-VMC,GDT,VMC,PM1,11.0,110.0,990.0,44.0,33.0,33.0,1100.0,1
lp_relaxation,11,R1-GDT-VR1,R1,GDT-VR1,GDT,VR1,PM1,9.0,72.0,855.0,36.0,27.0,27.0,945.0,1
lp_relaxation,11,R1-GDT-VR4,R1,GDT-VR4,GDT,VR4,PM2,1.0,30.0,105.0,55.0,18.0,12.0,190.0,0
lp_relaxation,11,R1-GDT-VRG,R1,GDT-VRG,GDT,VRG,PM2,3.0,120.0,330.0,165.0,54.0,45.0,594.0,0
lp_relaxation,11,R1-GDU-VMC,R1,GDU-VMC,GDU,VMC,PM1,4.0,48.0,360.0,16.0,12.0,12.0,400.0,1
lp_relaxation,11,R1-GDU-VR1,R1,GDU-VR1,GDU,VR1,PM1,4.0,36.0,280.0,16.0,12.0,12.0,320.0,1
lp_relaxation,11,R2-GDT-VMC,R2,GDT-VMC,GDT,VMC,PM3,10.0,100.0,860.0,380.0,120.0,80.0,1440.0,0
lp_relaxation,11,R2-GDT-VR1,R2,GDT-VR1,GDT,VR1,PM3,8.0,64.0,704.0,304.0,96.0,64.0,1168.0,0
lp_relaxation,11,R2-GDT-VR4,R2,GDT-VR4,GDT,VR4,PM2,1.0,30.0,105.0,4.0,3.0,12.0,124.0,1
lp_relaxation,11,R2-GDT-VRG,R2,GDT-VRG,GDT,VRG,PM2,3.0,120.0,330.0,12.0,9.0,45.0,396.0,1
lp_relaxation,11,R2-GDU-VMC,R2,GDU-VMC,GDU,VMC,PM3,4.0,48.0,344.0,152.0,48.0,32.0,576.0,0
lp_relaxation,11,R2-GDU-VR1,R2,GDU-VR1,GDU,VR1,PM3,3.0,27.0,204.0,114.0,36.0,24.0,378.0,0
lp_relaxation,11,R2-GDU-VR4,R2,GDU-VR4,GDU,VR4,PM2,4.3428571428571425,152.0,477.71428571428567,17.37142857142857,13.028571428571428,52.114285714285714,560.2285714285714,1
lp_relaxation,11,R3-GDT-VMC,R3,GDT-VMC,GDT,VMC,PM3,4.0,40.0,344.0,16.0,12.0,32.0,404.0,1
lp_relaxation,11,R3-GDT-VR1,R3,GDT-VR1,GDT,VR1,PM3,3.0,24.0,264.0,12.0,9.0,24.0,309.0,1
lp_relaxation,11,R3-GDT-VRG,R3,GDT-VRG,GDT,VRG,PM2,1.0,40.0,110.0,42.0,12.0,15.0,179.0,0
lp_relaxation,11,R3-GDU-VMC,R3,GDU-VMC,GDU,VMC,PM3,1.0,12.0,86.0,4.0,3.0,8.0,101.0,1
lp_relaxation,11,R3-GDU-VR1,R3,GDU-VR1,GDU,VR1,PM3,1.0,9.0,68.0,4.0,3.0,8.0,83.0,1
lp_relaxation,11,R3-GDU-VR4,R3,GDU-VR4,GDU,VR4,PM2,0.8571428571428572,30.000000000000004,94.28571428571429,36.0,10.285714285714286,10.285714285714286,150.85714285714286,0
lp_relaxation,12,R1-GDT-VMC,R1,GDT-VMC,GDT,VMC,PM1,12.0,120.0,1080.0,48.0,36.0,36.0,1200.0,1
lp_relaxation,12,R1-GDT-VR1,R1,GDT-VR1,GDT,VR1,PM1,9.0,72.0,855.0,36.0,27.0,27.0,945.0,1
lp_relaxation,12,R1-GDT-VR4,R1,GDT-VR4,GDT,VR4,PM2,2.0,60.0,210.0,110.0,36.0,24.0,380.0,0
lp_relaxation,12,R1-GDT-VRG,R1,GDT-VRG,GDT,VRG,PM2,3.0,120.0,330.0,165.0,54.0,45.0,594.0,0
lp_relaxation,12,R1-GDU-VMC,R1,GDU-VMC,GDU,VMC,PM1,5.0,60.0,450.0,20.0,15.0,15.0,500.0,1
lp_relaxation,12,R1-GDU-VR1,R1,GDU-VR1,GDU,VR1,PM1,4.0,36.0,280.0,16.0,12.0,12.0,320.0,1
lp_relaxation,12,R1-GDU-VR4,R1,GDU-VR4,GDU,VR4,PM2,2.342857142857143,82.0,257.7142857142857,128.85714285714286,42.17142857142857,28.114285714285714,456.8571428571429,0
lp_relaxation,12,R2-GDT-VMC,R2,GDT-VMC,GDT,VMC,PM3,11.0,110.0,946.0,418.0,132.0,88.0,1584.0,0
lp_relaxation,12,R2-GDT-VR1,R2,GDT-VR1,GDT,VR1,PM3,8.0,64.0,704.0,304.0,96.0,64.0,1168.0,0
lp_relaxation,12,R2-GDT-VR4,R2,GDT-VR4,GDT,VR4,PM2,1.0,30.0,105.0,4.0,3.0,12.0,124.0,1
lp_relaxation,12,R2-GDT-VRG,R2,GDT-VRG,GDT,VRG,PM2,3.0,120.0,330.0,12.0,9.0,45.0,396.0,1
lp_relaxation,12,R2-GDU-VMC,R2,GDU-VMC,GDU,VMC,PM3,4.0,48.0,344.0,152.0,48.0,32.0,576.0,0
lp_relaxation,12,R2-GDU-VR1,R2,GDU-VR1,GDU,VR1,PM3,4.0,36.0,272.0,152.0,48.0,32.0,504.0,0
lp_relaxation,12,R2-GDU-VR4,R2,GDU-VR4,GDU,VR4,PM2,2.8,98.0,308.0,11.2,8.399999999999999,33.599999999999994,361.2,1
lp_relaxation,12,R3-GDT-VMC,R3,GDT-VMC,GDT,VMC,PM3,4.0,40.0,344.0,16.0,12.0,32.0,404.0,1
lp_relaxation,12,R3-GDT-VR1,R3,GDT-VR1,GDT,VR1,PM3,3.0,24.0,264.0,12.0,9.0,24.0,309.0,1
lp_relaxation,12,R3-GDT-VR4,R3,GDT-VR4,GDT,VR4,PM2,1.0,30.0,105.0,42.0,12.0,12.0,171.0,0
lp_relaxation,12,R3-GDT-VRG,R3,GDT-VRG,GDT,VRG,PM2,1.0,40.0,110.0,42.0,12.0,15.0,179.0,0
lp_relaxation,12,R3-GDU-VMC,R3,GDU-VMC,GDU,VMC,PM3,2.0,24.0,172.0,8.0,6.0,16.0,202.0,1
lp_relaxation,12,R3-GDU-VR1,R3,GDU-VR1,GDU,VR1,PM3,1.0,9.0,68.0,4.0,3.0,8.0,83.0,1
