scenario,month,group_id,origin_region,scope_type,wagon_type,scope_family,workshop,allocated_wagons,total_hh,direct_cost,logistics_cost,unavailability_cost,retention_cost,composite_cost,local_assignment
full_milp,9,R2-GDT-VMC,R2,GDT-VMC,GDT,VMC,PM3,11.0,110.0,946.0,418.0,132.0,88.0,1584.0,0
full_milp,9,R2-GDT-VR1,R2,GDT-VR1,GDT,VR1,PM3,9.0,72.0,792.0,342.0,108.0,72.0,1314.0,0
full_milp,9,R2-GDT-VR4,R2,GDT-VR4,GDT,VR4,PM2,2.0,60.0,210.0,8.0,6.0,24.0,248.0,1
full_milp,9,R2-GDU-VMC,R2,GDU-VMC,GDU,VMC,PM3,4.0,48.0,344.0,152.0,48.0,32.0,576.0,0
full_milp,9,R2-GDU-VR1,R2,GDU-VR1,GDU,VR1,PM3,4.0,36.0,272.0,152.0,48.0,32.0,504.0,0
full_milp,9,R2-GDU-VR2,R2,GDU-VR2,GDU,VR2,PM3,1.0,14.0,108.0,38.0,12.0,9.5,167.5,0
full_milp,9,R3-GDT-VMC,R3,GDT-VMC,GDT,VMC,PM3,4.0,40.0,344.0,16.0,12.0,32.0,404.0,1
full_milp,9,R3-GDT-VR1,R3,GDT-VR1,GDT,VR1,PM3,3.0,24.0,264.0,12.0,9.0,24.0,309.0,1
full_milp,9,R3-GDT-VR4,R3,GDT-VR4,GDT,VR4,PM2,1.0,30.0,105.0,42.0,12.0,12.0,171.0,0
full_milp,9,R3-GDU-VMC,R3,GDU-VMC,GDU,VMC,PM3,2.0,24.0,172.0,8.0,6.0,16.0,202.0,1
full_milp,9,R3-GDU-VR1,R3,GDU-VR1,GDU,VR1,PM3,1.0,9.0,68.0,4.0,3.0,8.0,83.0,1
full_milp,10,R1-GDT-VMC,R1,GDT-VMC,GDT,VMC,PM1,12.0,120.0,1080.0,48.0,36.0,36.0,1200.0,1
full_milp,10,R1-GDT-VR1,R1,GDT-VR1,GDT,VR1,PM1,10.0,80.0,950.0,40.0,30.0,30.0,1050.0,1
full_milp,10,R1-GDT-VR4,R1,GDT-VR4,GDT,VR4,PM2,2.0,60.0,210.0,110.0,36.0,24.0,380.0,0
full_milp,10,R1-GDT-VRG,R1,GDT-VRG,GDT,VRG,PM2,1.0000000000000053,40.00000000000021,110.00000000000058,55.00000000000029,18.000000000000096,15.00000000000008,198.00000000000105,0
full_milp,10,R1-GDU-VMC,R1,GDU-VMC,GDU,VMC,PM1,5.0,60.0,450.0,20.0,15.0,15.0,500.0,1
full_milp,10,R1-GDU-VR1,R1,GDU-VR1,GDU,VR1,PM1,4.0,36.0,280.0,16.0,12.0,12.0,320.0,1
full_milp,10,R1-GDU-VR2,R1,GDU-VR2,GDU,VR2,PM1,1.0,14.0,110.0,4.0,3.0,4.5,121.5,1
full_milp,10,R2-GDT-VMC,R2,GDT-VMC,GDT,VMC,PM3,11.0,110.0,946.0,418.0,132.0,88.0,1584.0,0
full_milp,10,R2-GDT-VR1,R2,GDT-VR1,GDT,VR1,PM3,9.0,72.0,792.0,342.0,108.0,72.0,1314.0,0
full_milp,10,R2-GDT-VR4,R2,GDT-VR4,GDT,VR4,PM2,2.0,60.0,210.0,8.0,6.0,24.0,248.0,1
full_milp,10,R2-GDT-VRG,R2,GDT-VRG,GDT,VRG,PM2,6.0,240.0,660.0,24.0,18.0,90.0,792.0,1
full_milp,10,R2-GDU-VMC,R2,GDU-VMC,GDU,VMC,PM1,1.0,12.0,90.0,45.0,15.0,3.0,153.0,0
full_milp,10,R2-GDU-VMC,R2,GDU-VMC,GDU,VMC,PM3,3.0,36.0,258.0,114.0,36.0,24.0,432.0,0
full_milp,10,R2-GDU-VR1,R2,GDU-VR1,GDU,VR1,PM1,1.0,9.0,70.0,45.0,15.0,3.0,133.0,0
full_milp,10,R2-GDU-VR1,R2,GDU-VR1,GDU,VR1,PM3,3.0,27.0,204.0,114.0,36.0,24.0,378.0,0
full_milp,10,R2-GDU-VR2,R2,GDU-VR2,GDU,VR2,PM1,1.0,14.0,110.0,45.0,15.0,4.5,174.5,0
full_milp,10,R3-GDT-VMC,R3,GDT-VMC,GDT,VMC,PM3,4.0,40.0,344.0,16.0,12.0,32.0,404.0,1
full_milp,10,R3-GDT-VR1,R3,GDT-VR1,GDT,VR1,PM3,3.0,24.0,264.0,12.0,9.0,24.0,309.0,1
full_milp,10,R3-GDT-VR4,R3,GDT-VR4,GDT,VR4,PM2,1.0,30.0,105.0,42.0,12.0,12.0,171.0,0
full_milp,10,R3-GDT-VRG,R3,GDT-VRG,GDT,VRG,PM2,1.9999999999999947,79.99999999999979,219.9999999999994,83.99999999999977,23.999999999999936,29.999999999999922,357.99999999999903,0
full_milp,10,R3-GDU-VMC,R3,GDU-VMC,GDU,VMC,PM3,2.0,24.0,172.0,8.0,6.0,16.0,202.0,1
full_milp,10,R3-GDU-VR1,R3,GDU-VR1,GDU,VR1,PM3,1.0,9.0,68.0,4.0,3.0,8.0,83.0,1
full_milp,10,R3-GDU-VR4,R3,GDU-VR4,GDU,VR4,PM2,2.0,70.0,220.0,84.0,24.0,24.0,352.0,0
full_milp,11,R1-GDT-VMC,R1,GDT-VMC,GDT,VMC,PM1,11.0,110.0,990.0,44.0,33.0,33.0,1100.0,1
full_milp,11,R1-GDT-VR1,R1,GDT-VR1,GDT,VR1,PM1,9.0,72.0,855.0,36.0,27.0,27.0,945.0,1
full_milp,11,R1-GDT-VR4,R1,GDT-VR4,GDT,VR4,PM2,1.0,30.0,105.0,55.0,18.0,12.0,190.0,0
full_milp,11,R1-GDT-VRG,R1,GDT-VRG,GDT,VRG,PM2,3.999999999999994,159.99999999999974,439.9999999999993,219.99999999999966,71.99999999999989,59.99999999999991,791.9999999999987,0
full_milp,11,R1-GDU-VMC,R1,GDU-VMC,GDU,VMC,PM1,4.0,48.0,360.0,16.0,12.0,12.0,400.0,1
full_milp,11,R1-GDU-VR1,R1,GDU-VR1,GDU,VR1,PM1,4.0,36.0,280.0,16.0,12.0,12.0,320.0,1
full_milp,11,R1-GDU-VR4,R1,GDU-VR4,GDU,VR4,PM2,2.000000000000007,70.00000000000026,220.0000000000008,110.0000000000004,36.00000000000013,24.000000000000085,390.00000000000136,0
full_milp,11,R2-GDT-VMC,R2,GDT-VMC,GDT,VMC,PM3,10.0,100.0,860.0,380.0,120.0,80.0,1440.0,0
full_milp,11,R2-GDT-VR1,R2,GDT-VR1,GDT,VR1,PM3,8.0,64.0,704.0,304.0,96.0,64.0,1168.0,0
full_milp,11,R2-GDT-VR4,R2,GDT-VR4,GDT,VR4,PM2,1.0,30.0,105.0,4.0,3.0,12.0,124.0,1
full_milp,11,R2-GDT-VRG,R2,GDT-VRG,GDT,VRG,PM2,3.0,120.0,330.0,12.0,9.0,45.0,396.0,1
full_milp,11,R2-GDU-VMC,R2,GDU-VMC,GDU,VMC,PM3,4.0,48.0,344.0,152.0,48.0,32.0,576.0,0
full_milp,11,R2-GDU-VR1,R2,GDU-VR1,GDU,VR1,PM3,3.0,27.0,204.0,114.0,36.0,24.0,378.0,0
full_milp,11,R2-GDU-VR4,R2,GDU-VR4,GDU,VR4,PM2,1.0,35.0,110.0,4.0,3.0,12.0,129.0,1
full_milp,11,R3-GDT-VMC,R3,GDT-VMC,GDT,VMC,PM3,4.0,40.0,344.0,16.0,12.0,32.0,404.0,1
full_milp,11,R3-GDT-VR1,R3,GDT-VR1,GDT,VR1,PM3,3.0,24.0,264.0,12.0,9.0,24.0,309.0,1
full_milp,11,R3-GDT-VRG,R3,GDT-VRG,GDT,VRG,PM2,1.0,40.0,110.0,42.0,12.0,15.0,179.0,0
full_milp,11,R3-GDU-VMC,R3,GDU-VMC,GDU,VMC,PM3,1.0,12.0,86.0,4.0,3.0,8.0,101.0,1
full_milp,11,R3-GDU-VR1,R3,GDU-VR1,GDU,VR1,PM3,1.0,9.0,68.0,4.0,3.0,8.0,83.0,1
full_milp,11,R3-GDU-VR4,R3,GDU-VR4,GDU,VR4,PM2,1.0,35.0,110.0,42.0,12.0,12.0,176.0,0
full_milp,12,R1-GDT-VMC,R1,GDT-VMC,GDT,VMC,PM1,12.0,120.0,1080.0,48.0,36.0,36.0,1200.0,1
full_milp,12,R1-GDT-VR1,R1,GDT-VR1,GDT,VR1,PM1,9.0,72.0,855.0,36.0,27.0,27.0,945.0,1
full_milp,12,R1-GDT-VR4,R1,GDT-VR4,GDT,VR4,PM2,2.0,60.0,210.0,110.0,36.0,24.0,380.0,0
full_milp,12,R1-GDT-VRG,R1,GDT-VRG,GDT,VRG,PM2,4.0,160.0,440.0,220.0,72.0,60.0,792.0,0
full_milp,12,R1-GDU-VMC,R1,GDU-VMC,GDU,VMC,PM1,5.0,60.0,450.0,20.0,15.0,15.0,500.0,1
full_milp,12,R1-GDU-VR1,R1,GDU-VR1,GDU,VR1,PM1,4.0,36.0,280.0,16.0,12.0,12.0,320.0,1
full_milp,12,R2-GDT-VMC,R2,GDT-VMC,GDT,VMC,PM3,11.0,110.0,946.0,418.0,132.0,88.0,1584.0,0
full_milp,12,R2-GDT-VR1,R2,GDT-VR1,GDT,VR1,PM3,8.0,64.0,704.0,304.0,96.0,64.0,1168.0,0
full_milp,12,R2-GDT-VR4,R2,GDT-VR4,GDT,VR4,PM2,1.0,30.0,105.0,4.0,3.0,12.0,124.0,1
full_milp,12,R2-GDT-VRG,R2,GDT-VRG,GDT,VRG,PM2,3.0,120.0,330.0,12.0,9.0,45.0,396.0,1
full_milp,12,R2-GDU-VMC,R2,GDU-VMC,GDU,VMC,PM3,4.0,48.0,344.0,152.0,48.0,32.0,576.0,0
full_milp,12,R2-GDU-VR1,R2,GDU-VR1,GDU,VR1,PM3,4.0,36.0,272.0,152.0,48.0,32.0,504.0,0
full_milp,12,R2-GDU-VR4,R2,GDU-VR4,GDU,VR4,PM2,4.0,140.0,440.0,16.0,12.0,48.0,516.0,1
full_milp,12,R3-GDT-VMC,R3,GDT-VMC,GDT,VMC,PM3,4.0,40.0,344.0,16.0,12.0,32.0,404.0,1
full_milp,12,R3-GDT-VR1,R3,GDT-VR1,GDT,VR1,PM3,3.0,24.0,264.0,12.0,9.0,24.0,309.0,1
full_milp,12,R3-GDT-VR4,R3,GDT-VR4,GDT,VR4,PM2,1.0,30.0,105.0,42.0,12.0,12.0,171.0,0
full_milp,12,R3-GDT-VRG,R3,GDT-VRG,GDT,VRG,PM2,1.0,40.0,110.0,42.0,12.0,15.0,179.0,0
full_milp,12,R3-GDU-VMC,R3,GDU-VMC,GDU,VMC,PM3,2.0,24.0,172.0,8.0,6.0,16.0,202.0,1
full_milp,12,R3-GDU-VR1,R3,GDU-VR1,GDU,VR1,PM3,1.0,9.0,68.0,4.0,3.0,8.0,83.0,1
